,agency_name,unit_appropriation_name,object_class_name,total_amount,bn_dol
1571,MAYORALTY,NYC COMM TO THE UN-OTPS,FIXED & MISCELLANEOUS CHARGES,260,2.6e-07
1572,MAYORALTY,NYC COMM TO THE UN-OTPS,OTHER SERVICES AND CHARGES,245198,0.000245198
1573,MAYORALTY,NYC COMM TO THE UN-OTPS,PROPERTY AND EQUIPMENT,1060,1.06e-06
1574,MAYORALTY,NYC COMM TO THE UN-OTPS,SUPPLIES AND MATERIALS,3942,3.942e-06
1575,MAYORALTY,NYC COMM TO THE UN-PS,FULL TIME SALARIED,1192247,0.001192247
1576,MAYORALTY,OFF FOR PEOPLE WITH DISAB-OTPS,CONTRACTUAL SERVICES,15856,1.5856e-05
1577,MAYORALTY,OFF FOR PEOPLE WITH DISAB-OTPS,OTHER SERVICES AND CHARGES,3283,3.283e-06
1578,MAYORALTY,OFF FOR PEOPLE WITH DISAB-OTPS,PROPERTY AND EQUIPMENT,1367,1.367e-06
1579,MAYORALTY,OFF FOR PEOPLE WITH DISAB-OTPS,SUPPLIES AND MATERIALS,2469,2.469e-06
1580,MAYORALTY,OFF FOR PEOPLE WITH DISAB-PS,FULL TIME SALARIED,507776,0.000507776
1581,MAYORALTY,OFF OF LABOR RELATIONS-OTPS,CONTRACTUAL SERVICES,707405,0.000707405
1582,MAYORALTY,OFF OF LABOR RELATIONS-OTPS,FIXED & MISCELLANEOUS CHARGES,8123,8.123e-06
1583,MAYORALTY,OFF OF LABOR RELATIONS-OTPS,OTHER SERVICES AND CHARGES,4853582,0.004853582
1584,MAYORALTY,OFF OF LABOR RELATIONS-OTPS,PROPERTY AND EQUIPMENT,41670,4.167e-05
1585,MAYORALTY,OFF OF LABOR RELATIONS-OTPS,SUPPLIES AND MATERIALS,874638,0.000874638
1586,MAYORALTY,OFF OF LABOR RELATIONS-PS,ADDITIONAL GROSS PAY,98318,9.8318e-05
1587,MAYORALTY,OFF OF LABOR RELATIONS-PS,AMOUNTS TO BE SCHEDULED,6499,6.499e-06
1588,MAYORALTY,OFF OF LABOR RELATIONS-PS,FRINGE BENEFITS,175739,0.000175739
1589,MAYORALTY,OFF OF LABOR RELATIONS-PS,FULL TIME SALARIED,15222560,0.01522256
1590,MAYORALTY,OFF OF LABOR RELATIONS-PS,UNSALARIED,289390,0.00028939
1591,MAYORALTY,OFFICE OF MGMT AND BUDGET-OTPS,CONTRACTUAL SERVICES,1130891,0.001130891
1592,MAYORALTY,OFFICE OF MGMT AND BUDGET-OTPS,FIXED & MISCELLANEOUS CHARGES,149105,0.000149105
1593,MAYORALTY,OFFICE OF MGMT AND BUDGET-OTPS,OTHER SERVICES AND CHARGES,9682347,0.009682347
1594,MAYORALTY,OFFICE OF MGMT AND BUDGET-OTPS,PROPERTY AND EQUIPMENT,268710,0.00026871
1595,MAYORALTY,OFFICE OF MGMT AND BUDGET-OTPS,SUPPLIES AND MATERIALS,202693,0.000202693
1596,MAYORALTY,OFFICE OF MGMT AND BUDGET-PS,ADDITIONAL GROSS PAY,1239419,0.001239419
1597,MAYORALTY,OFFICE OF MGMT AND BUDGET-PS,AMOUNTS TO BE SCHEDULED,22807,2.2807e-05
1598,MAYORALTY,OFFICE OF MGMT AND BUDGET-PS,FULL TIME SALARIED,49074584,0.049074584
1599,MAYORALTY,OFFICE OF MGMT AND BUDGET-PS,UNSALARIED,450206,0.000450206
1600,MAYORALTY,OFFICE OF OPERATIONS-OTPS,CONTRACTUAL SERVICES,45622,4.5622e-05
1601,MAYORALTY,OFFICE OF OPERATIONS-OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
1602,MAYORALTY,OFFICE OF OPERATIONS-OTPS,OTHER SERVICES AND CHARGES,25582,2.5582e-05
1603,MAYORALTY,OFFICE OF OPERATIONS-OTPS,PROPERTY AND EQUIPMENT,19571,1.9571e-05
1604,MAYORALTY,OFFICE OF OPERATIONS-OTPS,SUPPLIES AND MATERIALS,16660,1.666e-05
1605,MAYORALTY,OFFICE OF OPERATIONS-PS,ADDITIONAL GROSS PAY,3751,3.751e-06
1606,MAYORALTY,OFFICE OF OPERATIONS-PS,FULL TIME SALARIED,7015582,0.007015582
1607,MAYORALTY,OFFICE OF THE MAYOR-OTPS,CONTRACTUAL SERVICES,1294225,0.001294225
1608,MAYORALTY,OFFICE OF THE MAYOR-OTPS,FIXED & MISCELLANEOUS CHARGES,150,1.5e-07
1609,MAYORALTY,OFFICE OF THE MAYOR-OTPS,OTHER SERVICES AND CHARGES,2584501,0.002584501
1610,MAYORALTY,OFFICE OF THE MAYOR-OTPS,PROPERTY AND EQUIPMENT,264728,0.000264728
1611,MAYORALTY,OFFICE OF THE MAYOR-OTPS,SOCIAL SERVICES,0,0.0
1612,MAYORALTY,OFFICE OF THE MAYOR-OTPS,SUPPLIES AND MATERIALS,532263,0.000532263
1613,MAYORALTY,OFFICE OF THE MAYOR-PS,ADDITIONAL GROSS PAY,2189,2.189e-06
1614,MAYORALTY,OFFICE OF THE MAYOR-PS,AMOUNTS TO BE SCHEDULED,1268103,0.001268103
1615,MAYORALTY,OFFICE OF THE MAYOR-PS,FRINGE BENEFITS,93571,9.3571e-05
1616,MAYORALTY,OFFICE OF THE MAYOR-PS,FULL TIME SALARIED,36597361,0.036597361
1617,MAYORALTY,OFFICE OF THE MAYOR-PS,UNSALARIED,199536,0.000199536
1618,MAYORALTY,SPECIAL ENFORCEMENT-OTPS,OTHER SERVICES AND CHARGES,0,0.0
1619,MAYORALTY,SPECIAL ENFORCEMENT-OTPS,PROPERTY AND EQUIPMENT,8,8e-09
1620,MAYORALTY,SPECIAL ENFORCEMENT-OTPS,SUPPLIES AND MATERIALS,0,0.0
1621,MISCELLANEOUS,INDIGENT DEFENSE SERVICES,CONTRACTUAL SERVICES,450989733,0.450989733
1622,MISCELLANEOUS,INDIGENT DEFENSE SERVICES,OTHER SERVICES AND CHARGES,141655777,0.141655777
1623,MISCELLANEOUS,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,406188102,0.406188102
1624,MISCELLANEOUS,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,2908534957,2.908534957
1625,MISCELLANEOUS,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,1499922577,1.499922577
1626,MISCELLANEOUS,RESERVE FOR COLLECTIVE BARGAINING,ADDITIONAL GROSS PAY,637961800,0.6379618
1627,NEW YORK PUBLIC LIBRARY,CONSULTANT & ADVISORY SVCS,FIXED & MISCELLANEOUS CHARGES,1362128,0.001362128
1628,NEW YORK PUBLIC LIBRARY,LUMP SUM- BORO OF BRONX,FIXED & MISCELLANEOUS CHARGES,22308631,0.022308631
1629,NEW YORK PUBLIC LIBRARY,LUMP SUM- BORO OF BRONX,OTHER SERVICES AND CHARGES,1949509,0.001949509
1630,NEW YORK PUBLIC LIBRARY,LUMP SUM-BORO OF MANHATTAN,FIXED & MISCELLANEOUS CHARGES,22764851,0.022764851
1631,NEW YORK PUBLIC LIBRARY,LUMP SUM-BORO OF MANHATTAN,OTHER SERVICES AND CHARGES,3047908,0.003047908
1632,NEW YORK PUBLIC LIBRARY,LUMP SUM-BORO OF STATEN ISL,FIXED & MISCELLANEOUS CHARGES,10371309,0.010371309
1633,NEW YORK PUBLIC LIBRARY,LUMP SUM-BORO OF STATEN ISL,OTHER SERVICES AND CHARGES,600672,0.000600672
1634,NEW YORK PUBLIC LIBRARY,SYSTEMWIDE SERVICES,FIXED & MISCELLANEOUS CHARGES,104837658,0.104837658
1635,NEW YORK RESEARCH LIBRARIES,LUMP SUM APPROPRIATION,FIXED & MISCELLANEOUS CHARGES,29346334,0.029346334
1636,NEW YORK RESEARCH LIBRARIES,LUMP SUM APPROPRIATION,OTHER SERVICES AND CHARGES,3119373,0.003119373
1637,OFFICE OF ADMINISTRATIVE TAX APPEALS,OTHER THAN PERSONAL SERVICE,CONTRACTUAL SERVICES,88159,8.8159e-05
1638,OFFICE OF ADMINISTRATIVE TAX APPEALS,OTHER THAN PERSONAL SERVICE,FIXED & MISCELLANEOUS CHARGES,700,7e-07
1639,OFFICE OF ADMINISTRATIVE TAX APPEALS,OTHER THAN PERSONAL SERVICE,OTHER SERVICES AND CHARGES,1064,1.064e-06
1640,OFFICE OF ADMINISTRATIVE TAX APPEALS,OTHER THAN PERSONAL SERVICE,PROPERTY AND EQUIPMENT,100765,0.000100765
1641,OFFICE OF ADMINISTRATIVE TAX APPEALS,OTHER THAN PERSONAL SERVICE,SUPPLIES AND MATERIALS,121087,0.000121087
1642,OFFICE OF ADMINISTRATIVE TAX APPEALS,PERSONAL SERVICES,ADDITIONAL GROSS PAY,156638,0.000156638
1643,OFFICE OF ADMINISTRATIVE TAX APPEALS,PERSONAL SERVICES,AMOUNTS TO BE SCHEDULED,12176,1.2176e-05
1644,OFFICE OF ADMINISTRATIVE TAX APPEALS,PERSONAL SERVICES,FULL TIME SALARIED,4981231,0.004981231
1645,OFFICE OF ADMINISTRATIVE TAX APPEALS,PERSONAL SERVICES,OTHER SALARIED,183438,0.000183438
1646,OFFICE OF ADMINISTRATIVE TAX APPEALS,PERSONAL SERVICES,UNSALARIED,235695,0.000235695
1647,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFF OF ADM. TRIALS & HEARINGS,ADDITIONAL GROSS PAY,552456,0.000552456
1648,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFF OF ADM. TRIALS & HEARINGS,FULL TIME SALARIED,41620837,0.041620837
1649,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFF OF ADM. TRIALS & HEARINGS,UNSALARIED,10076089,0.010076089
1650,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS,CONTRACTUAL SERVICES,3386777,0.003386777
1651,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS,FIXED & MISCELLANEOUS CHARGES,31277,3.1277e-05
1652,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS,OTHER SERVICES AND CHARGES,10604784,0.010604784
1653,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS,PROPERTY AND EQUIPMENT,344768,0.000344768
1654,OFFICE OF ADMINISTRATIVE TRIALS AND HEARINGS,OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS,SUPPLIES AND MATERIALS,1023236,0.001023236
1655,OFFICE OF COLLECTIVE BARGAINING,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,118704,0.000118704
1656,OFFICE OF COLLECTIVE BARGAINING,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,39501,3.9501e-05
1657,OFFICE OF COLLECTIVE BARGAINING,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,53124,5.3124e-05
1658,OFFICE OF COLLECTIVE BARGAINING,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,70885,7.0885e-05
1659,OFFICE OF COLLECTIVE BARGAINING,PERSONAL SERVICES,ADDITIONAL GROSS PAY,8128,8.128e-06
1660,OFFICE OF COLLECTIVE BARGAINING,PERSONAL SERVICES,FULL TIME SALARIED,2392782,0.002392782
1661,OFFICE OF COLLECTIVE BARGAINING,PERSONAL SERVICES,OTHER SALARIED,20000,2e-05
1662,OFFICE OF CRIMINAL JUSTICE,INDIGENT DEFENSE - OTPS,CONTRACTUAL SERVICES,0,0.0
1663,OFFICE OF CRIMINAL JUSTICE,INDIGENT DEFENSE - OTPS,OTHER SERVICES AND CHARGES,0,0.0
1664,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - OTPS,CONTRACTUAL SERVICES,100223,0.000100223
1665,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - OTPS,FIXED & MISCELLANEOUS CHARGES,32960,3.296e-05
1666,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - OTPS,OTHER SERVICES AND CHARGES,702914,0.000702914
1667,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - OTPS,PROPERTY AND EQUIPMENT,251186,0.000251186
1668,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - OTPS,SUPPLIES AND MATERIALS,30473,3.0473e-05
1669,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - PS,ADDITIONAL GROSS PAY,35988,3.5988e-05
1670,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - PS,FRINGE BENEFITS,76370,7.637e-05
1671,OFFICE OF CRIMINAL JUSTICE,OFFICE OF CRIMINAL JUSTICE - PS,FULL TIME SALARIED,6613236,0.006613236
1672,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - OTPS,CONTRACTUAL SERVICES,114,1.14e-07
1673,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
1674,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - OTPS,OTHER SERVICES AND CHARGES,1793,1.793e-06
1675,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - OTPS,PROPERTY AND EQUIPMENT,20905,2.0905e-05
1676,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - OTPS,SUPPLIES AND MATERIALS,5182,5.182e-06
1677,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - PS,AMOUNTS TO BE SCHEDULED,7176,7.176e-06
1678,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - PS,FULL TIME SALARIED,429379,0.000429379
1679,OFFICE OF CRIMINAL JUSTICE,OFFICE OF SPECIAL ENFORCEMENT - PS,UNSALARIED,74012,7.4012e-05
1680,OFFICE OF CRIMINAL JUSTICE,PROGRAMS - OTPS,CONTRACTUAL SERVICES,250000,0.00025
1681,OFFICE OF CRIMINAL JUSTICE,PROGRAMS - OTPS,OTHER SERVICES AND CHARGES,0,0.0
1682,OFFICE OF CRIMINAL JUSTICE,PROGRAMS - OTPS,SOCIAL SERVICES,8949650,0.00894965
1683,OFFICE OF PAYROLL ADMINISTRATION,OTHER THAN PERSONAL SERVICE,CONTRACTUAL SERVICES,670497,0.000670497
1684,OFFICE OF PAYROLL ADMINISTRATION,OTHER THAN PERSONAL SERVICE,FIXED & MISCELLANEOUS CHARGES,1000,1e-06
1685,OFFICE OF PAYROLL ADMINISTRATION,OTHER THAN PERSONAL SERVICE,OTHER SERVICES AND CHARGES,143853,0.000143853
1686,OFFICE OF PAYROLL ADMINISTRATION,OTHER THAN PERSONAL SERVICE,PROPERTY AND EQUIPMENT,64066,6.4066e-05
1687,OFFICE OF PAYROLL ADMINISTRATION,OTHER THAN PERSONAL SERVICE,SUPPLIES AND MATERIALS,449686,0.000449686
1688,OFFICE OF PAYROLL ADMINISTRATION,PERSONAL SERVICE,ADDITIONAL GROSS PAY,772529,0.000772529
1689,OFFICE OF PAYROLL ADMINISTRATION,PERSONAL SERVICE,FULL TIME SALARIED,14411643,0.014411643
1690,OFFICE OF PAYROLL ADMINISTRATION,PERSONAL SERVICE,UNSALARIED,800939,0.000800939
1691,OFFICE OF PROSECUTION SPEC NARCO,OTHER THAN PERSONAL SERVICES,CONTRACTUAL SERVICES,223465,0.000223465
1692,OFFICE OF PROSECUTION SPEC NARCO,OTHER THAN PERSONAL SERVICES,FIXED & MISCELLANEOUS CHARGES,2000,2e-06
1693,OFFICE OF PROSECUTION SPEC NARCO,OTHER THAN PERSONAL SERVICES,OTHER SERVICES AND CHARGES,2268636,0.002268636
1694,OFFICE OF PROSECUTION SPEC NARCO,OTHER THAN PERSONAL SERVICES,PROPERTY AND EQUIPMENT,368446,0.000368446
1695,OFFICE OF PROSECUTION SPEC NARCO,OTHER THAN PERSONAL SERVICES,SUPPLIES AND MATERIALS,109622,0.000109622
1696,OFFICE OF PROSECUTION SPEC NARCO,PERSONAL SERVICES,ADDITIONAL GROSS PAY,119916,0.000119916
1697,OFFICE OF PROSECUTION SPEC NARCO,PERSONAL SERVICES,FRINGE BENEFITS,14975,1.4975e-05
1698,OFFICE OF PROSECUTION SPEC NARCO,PERSONAL SERVICES,FULL TIME SALARIED,28390509,0.028390509
1699,OFFICE OF PROSECUTION SPEC NARCO,PERSONAL SERVICES,OTHER SALARIED,27027,2.7027e-05
1700,OFFICE OF RACIAL EQUITY,OTPS - RACIAL EQUITY,CONTRACTUAL SERVICES,40314,4.0314e-05
1701,OFFICE OF RACIAL EQUITY,OTPS - RACIAL EQUITY,OTHER SERVICES AND CHARGES,20390,2.039e-05
1702,OFFICE OF RACIAL EQUITY,OTPS - RACIAL EQUITY,PROPERTY AND EQUIPMENT,2500,2.5e-06
1703,OFFICE OF RACIAL EQUITY,OTPS - RACIAL EQUITY,SUPPLIES AND MATERIALS,625549,0.000625549
1704,OFFICE OF RACIAL EQUITY,PS - RACIAL EQUITY,FULL TIME SALARIED,2114846,0.002114846
1705,OFFICE OF THE ACTUARY,OTHER THAN PERSONAL SERVICE,CONTRACTUAL SERVICES,724015,0.000724015
1706,OFFICE OF THE ACTUARY,OTHER THAN PERSONAL SERVICE,FIXED & MISCELLANEOUS CHARGES,18758,1.8758e-05
1707,OFFICE OF THE ACTUARY,OTHER THAN PERSONAL SERVICE,OTHER SERVICES AND CHARGES,1202359,0.001202359
1708,OFFICE OF THE ACTUARY,OTHER THAN PERSONAL SERVICE,PROPERTY AND EQUIPMENT,37078,3.7078e-05
1709,OFFICE OF THE ACTUARY,OTHER THAN PERSONAL SERVICE,SUPPLIES AND MATERIALS,50222,5.0222e-05
1710,OFFICE OF THE ACTUARY,PERSONAL SERVICE,ADDITIONAL GROSS PAY,180645,0.000180645
1711,OFFICE OF THE ACTUARY,PERSONAL SERVICE,FULL TIME SALARIED,5806571,0.005806571
1712,OFFICE OF THE ACTUARY,PERSONAL SERVICE,UNSALARIED,21561,2.1561e-05
1713,OFFICE OF THE COMPTROLLER,EXECUTIVE MANAGEMENT-OTPS,CONTRACTUAL SERVICES,128193,0.000128193
1714,OFFICE OF THE COMPTROLLER,EXECUTIVE MANAGEMENT-OTPS,OTHER SERVICES AND CHARGES,21098,2.1098e-05
1715,OFFICE OF THE COMPTROLLER,EXECUTIVE MANAGEMENT-OTPS,PROPERTY AND EQUIPMENT,37564,3.7564e-05
1716,OFFICE OF THE COMPTROLLER,EXECUTIVE MANAGEMENT-OTPS,SUPPLIES AND MATERIALS,29061,2.9061e-05
1717,OFFICE OF THE COMPTROLLER,EXECUTIVE MANAGEMENT-PS,ADDITIONAL GROSS PAY,42029,4.2029e-05
1718,OFFICE OF THE COMPTROLLER,EXECUTIVE MANAGEMENT-PS,FULL TIME SALARIED,3401330,0.00340133
1719,OFFICE OF THE COMPTROLLER,EXECUTIVE MANAGEMENT-PS,UNSALARIED,85795,8.5795e-05
1720,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-OTPS,CONTRACTUAL SERVICES,8118405,0.008118405
1721,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-OTPS,FIXED & MISCELLANEOUS CHARGES,17884,1.7884e-05
1722,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-OTPS,OTHER SERVICES AND CHARGES,2687685,0.002687685
1723,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-OTPS,PROPERTY AND EQUIPMENT,387513,0.000387513
1724,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-OTPS,SUPPLIES AND MATERIALS,2010600,0.0020106
1725,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-PS,ADDITIONAL GROSS PAY,1692871,0.001692871
1726,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-PS,FULL TIME SALARIED,42079427,0.042079427
1727,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-PS,OTHER SALARIED,9766,9.766e-06
1728,OFFICE OF THE COMPTROLLER,FIRST DEPUTY COMPT-PS,UNSALARIED,212344,0.000212344
1729,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-OTPS,CONTRACTUAL SERVICES,4033254,0.004033254
1730,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-OTPS,FIXED & MISCELLANEOUS CHARGES,42248,4.2248e-05
1731,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-OTPS,OTHER SERVICES AND CHARGES,20823,2.0823e-05
1732,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-OTPS,PROPERTY AND EQUIPMENT,162256,0.000162256
1733,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-OTPS,SUPPLIES AND MATERIALS,21630,2.163e-05
1734,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-PS,ADDITIONAL GROSS PAY,244214,0.000244214
1735,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-PS,FULL TIME SALARIED,15745741,0.015745741
1736,OFFICE OF THE COMPTROLLER,SECOND DEPUTY COMPT-PS,UNSALARIED,13980,1.398e-05
1737,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-OTPS,CONTRACTUAL SERVICES,16571740,0.01657174
1738,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
1739,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-OTPS,OTHER SERVICES AND CHARGES,1533542,0.001533542
1740,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-OTPS,PROPERTY AND EQUIPMENT,1295413,0.001295413
1741,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-OTPS,SUPPLIES AND MATERIALS,544657,0.000544657
1742,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-PS,ADDITIONAL GROSS PAY,253618,0.000253618
1743,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-PS,FULL TIME SALARIED,18881688,0.018881688
1744,OFFICE OF THE COMPTROLLER,THIRD DEPUTY COMPT-PS,UNSALARIED,40020,4.002e-05
1745,POLICE DEPARTMENT,ADMINISTRATION-OTPS,CONTRACTUAL SERVICES,178041062,0.178041062
1746,POLICE DEPARTMENT,ADMINISTRATION-OTPS,FIXED & MISCELLANEOUS CHARGES,317363,0.000317363
1747,POLICE DEPARTMENT,ADMINISTRATION-OTPS,OTHER SERVICES AND CHARGES,158074614,0.158074614
1748,POLICE DEPARTMENT,ADMINISTRATION-OTPS,PROPERTY AND EQUIPMENT,20625283,0.020625283
1749,POLICE DEPARTMENT,ADMINISTRATION-OTPS,SUPPLIES AND MATERIALS,58370459,0.058370459
1750,POLICE DEPARTMENT,ADMINISTRATION-PERSONNEL,ADDITIONAL GROSS PAY,15259112,0.015259112
1751,POLICE DEPARTMENT,ADMINISTRATION-PERSONNEL,FRINGE BENEFITS,53996498,0.053996498
1752,POLICE DEPARTMENT,ADMINISTRATION-PERSONNEL,FULL TIME SALARIED,235517404,0.235517404
1753,POLICE DEPARTMENT,ADMINISTRATION-PERSONNEL,OTHER SALARIED,40319,4.0319e-05
1754,POLICE DEPARTMENT,ADMINISTRATION-PERSONNEL,UNSALARIED,811208,0.000811208
1755,POLICE DEPARTMENT,COMMUNICATIONS - OTPS,CONTRACTUAL SERVICES,23548244,0.023548244
1756,POLICE DEPARTMENT,COMMUNICATIONS - OTPS,OTHER SERVICES AND CHARGES,31701505,0.031701505
1757,POLICE DEPARTMENT,COMMUNICATIONS - OTPS,PROPERTY AND EQUIPMENT,3957033,0.003957033
1758,POLICE DEPARTMENT,COMMUNICATIONS - OTPS,SUPPLIES AND MATERIALS,382787,0.000382787
1759,POLICE DEPARTMENT,COMMUNICATIONS - PS,ADDITIONAL GROSS PAY,13881969,0.013881969
1760,POLICE DEPARTMENT,COMMUNICATIONS - PS,FRINGE BENEFITS,-42837,-4.2837e-05
1761,POLICE DEPARTMENT,COMMUNICATIONS - PS,FULL TIME SALARIED,100455304,0.100455304
1762,POLICE DEPARTMENT,COMMUNICATIONS - PS,UNSALARIED,9120,9.12e-06
1763,POLICE DEPARTMENT,COMMUNITY AFFAIRS BUREAU,ADDITIONAL GROSS PAY,0,0.0
1764,POLICE DEPARTMENT,COMMUNITY AFFAIRS BUREAU,FULL TIME SALARIED,0,0.0
1765,POLICE DEPARTMENT,COMMUNITY AFFAIRS BUREAU,UNSALARIED,0,0.0
1766,POLICE DEPARTMENT,CRIMINAL JUSTICE,ADDITIONAL GROSS PAY,10754383,0.010754383
1767,POLICE DEPARTMENT,CRIMINAL JUSTICE,FULL TIME SALARIED,56933263,0.056933263
1768,POLICE DEPARTMENT,CRIMINAL JUSTICE-OTPS,CONTRACTUAL SERVICES,25737,2.5737e-05
1769,POLICE DEPARTMENT,CRIMINAL JUSTICE-OTPS,OTHER SERVICES AND CHARGES,32320,3.232e-05
1770,POLICE DEPARTMENT,CRIMINAL JUSTICE-OTPS,PROPERTY AND EQUIPMENT,145935,0.000145935
1771,POLICE DEPARTMENT,CRIMINAL JUSTICE-OTPS,SUPPLIES AND MATERIALS,386359,0.000386359
1772,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT,ADDITIONAL GROSS PAY,42680596,0.042680596
1773,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT,FRINGE BENEFITS,17501,1.7501e-05
1774,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT,FULL TIME SALARIED,369281423,0.369281423
1775,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT,OTHER SALARIED,169180,0.00016918
1776,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT,UNSALARIED,4117984,0.004117984
1777,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT-OTPS,CONTRACTUAL SERVICES,50512908,0.050512908
1778,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT-OTPS,FIXED & MISCELLANEOUS CHARGES,16723,1.6723e-05
1779,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT-OTPS,OTHER SERVICES AND CHARGES,16851656,0.016851656
1780,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT-OTPS,PROPERTY AND EQUIPMENT,27316181,0.027316181
1781,POLICE DEPARTMENT,EXECUTIVE MANAGEMENT-OTPS,SUPPLIES AND MATERIALS,12707561,0.012707561
1782,POLICE DEPARTMENT,HOUSING POLICE-PS,ADDITIONAL GROSS PAY,29521660,0.02952166
1783,POLICE DEPARTMENT,HOUSING POLICE-PS,FULL TIME SALARIED,198923657,0.198923657
1784,POLICE DEPARTMENT,HOUSING POLICE-PS,UNSALARIED,33631,3.3631e-05
1785,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - OTPS,CONTRACTUAL SERVICES,789963,0.000789963
1786,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - OTPS,FIXED & MISCELLANEOUS CHARGES,0,0.0
1787,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - OTPS,OTHER SERVICES AND CHARGES,3446489,0.003446489
1788,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - OTPS,PROPERTY AND EQUIPMENT,551441,0.000551441
1789,POLICE DEPARTMENT,INTELLIGENCE AND COUNTERTERRORISM - OTPS,SUPPLIES AND MATERIALS,376501,0.000376501
